0,1,2,3,4,5,6,7,8,9,10,11,12
19 SETIF,22 878,"63,1",0,"0,0",0,"0,0",5 044,"13,9",8 311,"22,9",36 233,100
20 SAIDA,5 549,"71,7",0,"0,0",0,"0,0",114,"1,5",2 080,"26,9",7 742,100
21 SKIKDA,11 001,"52,5",0,"0,0",2 853,"13,6",528,"2,5",6 554,"31,3",20 935,100
22 S.B.ABBES,8 394,"51,4",0,"0,0",0,"0,0",259,"1,6",7 682,"47,0",16 335,100
23 ANNABA,856,"35,9",0,"0,0",566,"23,7",49,"2,1",917,"38,4",2 388,100
24 GUELMA,9 524,"72,1",0,"0,0",860,"6,5",184,"1,4",2 649,"20,0",13 217,100
25 CONSTANTINE,1 108,"45,0",0,"0,0",0,"0,0",31,"1,2",1 325,"53,8",2 464,100
26 MEDEA,8 688,"33,3",0,"0,0",28,"0,1",1 241,"4,8",16 151,"61,9",26 107,100
27 MOSTAGANEM,5 512,"29,1",0,"0,0",4 958,"26,2",1 153,"6,1",7 307,"38,6",18 928,100
28 M'SILA,10 361,"47,3",0,"0,0",0,"0,0",500,"2,3",11 048,"50,4",21 909,100
29 MASCARA,14 971,"63,5",0,"0,0",5 035,"21,3",440,"1,9",3 148,"13,3",23 594,100
30 OUARGLA,1 229,"5,2",22 142,"93,5",39,"0,2",1,"0,0",280,"1,2",23 691,100
31 ORAN,7 383,"68,4",0,"0,0",262,"2,4",344,"3,2",2 802,"26,0",10 791,100
32 EL-BAYADH,1 127,"38,8",477,"16,4",0,"0,0",77,"2,6",1 224,"42,2",2 904,100
33 ILLIZI,135,"8,3",1 254,77,134,"8,2",21,"1,3",83,"5,1",1 627,100
34 B.B.ARRERIDJ,26 478,"80,0",0,"0,0",0,"0,0",2 139,"6,5",4 497,"13,6",33 114,100
35 BOUMERDES,8 369,"62,4",0,"0,0",2 237,"16,7",998,"7,4",1 811,"13,5",13 415,100
36 EL-TARF,5 064,"53,2",0,"0,0",2 163,"22,7",120,"1,3",2 178,"22,9",9 525,100
37 TINDOUF,129,"22,3",434,"75,1",0,"0,0",10,"1,7",5,"0,9",578,100
38 TISSEMSILT,8 359,"45,4",0,"0,0",0,"0,0",810,"4,4",9 247,"50,2",18 416,100
39 EL-OUED,3 100,"7,5",37 440,"90,5",25,"0,1",0,"0,0",819,"2,0",41 384,100
40 KHENCHELA,7 576,"34,9",813,"3,7",0,"0,0",1 073,"4,9",12 229,"56,4",21 691,100
41 SOUK-AHRAS,8 121,"72,5",0,"0,0",8,"0,1",350,"3,1",2 730,"24,4",11 208,100
42 TIPAZA,2 753,"18,9",0,"0,0",4 400,"30,3",577,"4,0",6 815,"46,9",14 545,100
43 MILA,9 246,"80,1",0,"0,0",7,"0,1",212,"1,8",2 079,"18,0",11 543,100
44 AIN-DEFLA,7 612,"35,5",0,"0,0",1 735,"8,1",323,"1,5",11 751,"54,9",21 421,100
45 NAAMA,3 090,"44,1",236,"3,4",2,"0,0",152,"2,2",3 530,"50,4",7 010,100
46 A.TEMOUCHENT,4 903,"44,1",0,"0,0",393,"3,5",610,"5,5",5 212,"46,9",11 118,100
47 GHARDAIA,1 753,"11,4",11 139,"72,4",1 167,"7,6",220,"1,4",1 100,"7,2",15 379,100
48 RELIZANE,7 617,"46,1",0,"0,0",4 814,"29,1",562,"3,4",3 530,"21,4",16 522,100
TOTAL ALGERIE,432 959,"46,0",167 643,"17,8",68 678,"7,3",40 932,"4,3",231 917,"24,6",942 130,100
